study_id,repeat,fold,role,seed
PUB-75C40A1012BC,3,3,train,3303
PUB-5D47C4F160B1,3,3,train,3303
PUB-1CF33341C088,3,3,train,3303
PUB-D9BABA1AC30F,3,3,train,3303
PUB-4E8DCEF517B4,3,3,test,3303
PUB-E785FC50FDE7,3,3,train,3303
PUB-1AFFD512AE16,3,3,test,3303
PUB-596681F0B1F2,3,3,train,3303
PUB-393DA233E0D2,3,3,train,3303
PUB-20F6B79262CC,3,3,train,3303
PUB-50F821FCE7C2,3,3,train,3303
PUB-97E07F682412,3,3,train,3303
PUB-EEE28E719BBF,3,3,train,3303
PUB-3BFA42775143,3,3,test,3303
PUB-A2424855687F,3,3,train,3303
PUB-2ACD8AA4A9C8,3,3,train,3303
PUB-2F8D763ACBF1,3,3,train,3303
PUB-E6CAF5E5CD8C,3,3,train,3303
PUB-3FA7C0635785,3,3,train,3303
PUB-81AB798DF75D,3,3,train,3303
PUB-4FBA4D640EC3,3,3,train,3303
PUB-F26DAC3C1827,3,3,test,3303
PUB-AAFC34D90F6C,3,3,train,3303
PUB-755F533A975E,3,3,train,3303
PUB-5C0136FCC9A1,3,3,train,3303
PUB-853038140981,3,3,train,3303
PUB-71ABEED26D3F,3,3,train,3303
PUB-77D25E27A837,3,3,test,3303
PUB-4D228DE3A499,3,3,test,3303
PUB-5BE09ABCB8BC,3,3,train,3303
PUB-0C65B45112F0,3,3,test,3303
PUB-CA44D543370D,3,3,train,3303
PUB-E01304846BF7,3,3,test,3303
PUB-A7891FBD6E1B,3,3,test,3303
PUB-03B12BDC39CB,3,3,test,3303
PUB-BA46FAB87D8A,3,3,train,3303
PUB-05C51C5C81E5,3,3,train,3303
PUB-D0A8260C5203,3,3,train,3303
PUB-B317299B9ECA,3,3,test,3303
PUB-59991067C242,3,3,test,3303
PUB-F26B84CA189D,3,3,test,3303
PUB-0ABA99468648,3,3,train,3303
PUB-86F81110CB3B,3,3,train,3303
PUB-E77C4842E908,3,3,test,3303
PUB-994848976B5C,3,3,train,3303
PUB-E9C619FC9244,3,3,train,3303
PUB-7AC74F0AD869,3,3,train,3303
PUB-A71992EBBCDA,3,3,train,3303
PUB-F579C00DFA5B,3,3,train,3303
PUB-F4D39C9D924B,3,3,train,3303
PUB-2EB4E6762CAC,3,3,train,3303
PUB-2AC5EF3E51D8,3,3,train,3303
PUB-061451970F7B,3,3,train,3303
PUB-CBB1CA195546,3,4,train,3303
PUB-67C126EADCD7,3,4,test,3303
PUB-AB76135DF9CA,3,4,train,3303
PUB-D2F74CC997B7,3,4,train,3303
PUB-B18F405057BD,3,4,train,3303
PUB-7144C0C3740D,3,4,test,3303
PUB-B1D6B7AD04E8,3,4,test,3303
PUB-DF660348FD1F,3,4,test,3303
PUB-E94A6AB9D82C,3,4,train,3303
PUB-965E9C7134EE,3,4,train,3303
PUB-E352BD93648B,3,4,train,3303
PUB-6CFEE7C39CD0,3,4,train,3303
PUB-AFE69B3708B5,3,4,train,3303
PUB-E2ED1A9687A8,3,4,train,3303
PUB-767A0A64721C,3,4,train,3303
PUB-6697CC655EF0,3,4,train,3303
PUB-EC6103CF4E5D,3,4,train,3303
PUB-893C2162AACA,3,4,train,3303
PUB-F96DD130F433,3,4,train,3303
PUB-4E7F00040F89,3,4,train,3303
PUB-937A79E4882C,3,4,train,3303
PUB-7E9B923FA16C,3,4,train,3303
PUB-99F43A2D73B5,3,4,train,3303
PUB-33D059B371DB,3,4,train,3303
PUB-1AC3EE3C2C72,3,4,train,3303
PUB-811ED9A0464C,3,4,train,3303
PUB-17E5F94DFDB9,3,4,test,3303
PUB-346FE6EE1EBC,3,4,test,3303
PUB-B382B5151288,3,4,test,3303
PUB-7EA6455D87DE,3,4,test,3303
PUB-98B05095E26B,3,4,train,3303
PUB-912CB7F93C34,3,4,train,3303
PUB-776D30B081EF,3,4,test,3303
PUB-1A84FCCBB8FB,3,4,train,3303
PUB-C95058D69119,3,4,test,3303
PUB-9A25206456A5,3,4,train,3303
PUB-5B422CA2FD37,3,4,test,3303
PUB-DA64784182B4,3,4,train,3303
PUB-A552D958F16D,3,4,train,3303
PUB-63FEFC0E3530,3,4,train,3303
PUB-5B0FE2EA3077,3,4,train,3303
PUB-F1FE58694BF5,3,4,test,3303
PUB-6D54A9745F3E,3,4,train,3303
PUB-3BF60A19A235,3,4,test,3303
PUB-4748BE7838E8,3,4,train,3303
PUB-6D79E14F3764,3,4,train,3303
PUB-831563B3C3CC,3,4,train,3303
PUB-75C40A1012BC,3,4,train,3303
PUB-5D47C4F160B1,3,4,train,3303
PUB-1CF33341C088,3,4,train,3303
PUB-D9BABA1AC30F,3,4,test,3303
PUB-4E8DCEF517B4,3,4,train,3303
PUB-E785FC50FDE7,3,4,train,3303
PUB-1AFFD512AE16,3,4,train,3303
PUB-596681F0B1F2,3,4,train,3303
PUB-393DA233E0D2,3,4,train,3303
PUB-20F6B79262CC,3,4,test,3303
PUB-50F821FCE7C2,3,4,train,3303
PUB-97E07F682412,3,4,train,3303
PUB-EEE28E719BBF,3,4,test,3303
PUB-3BFA42775143,3,4,train,3303
PUB-A2424855687F,3,4,train,3303
PUB-2ACD8AA4A9C8,3,4,train,3303
PUB-2F8D763ACBF1,3,4,train,3303
PUB-E6CAF5E5CD8C,3,4,train,3303
PUB-3FA7C0635785,3,4,train,3303
PUB-81AB798DF75D,3,4,train,3303
PUB-4FBA4D640EC3,3,4,train,3303
PUB-F26DAC3C1827,3,4,train,3303
PUB-AAFC34D90F6C,3,4,train,3303
PUB-755F533A975E,3,4,test,3303
PUB-5C0136FCC9A1,3,4,train,3303
PUB-853038140981,3,4,train,3303
PUB-71ABEED26D3F,3,4,test,3303
PUB-77D25E27A837,3,4,train,3303
PUB-4D228DE3A499,3,4,train,3303
PUB-5BE09ABCB8BC,3,4,train,3303
PUB-0C65B45112F0,3,4,train,3303
PUB-CA44D543370D,3,4,train,3303
PUB-E01304846BF7,3,4,train,3303
PUB-A7891FBD6E1B,3,4,train,3303
PUB-03B12BDC39CB,3,4,train,3303
PUB-BA46FAB87D8A,3,4,train,3303
PUB-05C51C5C81E5,3,4,train,3303
PUB-D0A8260C5203,3,4,train,3303
PUB-B317299B9ECA,3,4,train,3303
PUB-59991067C242,3,4,train,3303
PUB-F26B84CA189D,3,4,train,3303
PUB-0ABA99468648,3,4,train,3303
PUB-86F81110CB3B,3,4,train,3303
PUB-E77C4842E908,3,4,train,3303
PUB-994848976B5C,3,4,train,3303
PUB-E9C619FC9244,3,4,test,3303
PUB-7AC74F0AD869,3,4,train,3303
PUB-A71992EBBCDA,3,4,train,3303
PUB-F579C00DFA5B,3,4,train,3303
PUB-F4D39C9D924B,3,4,train,3303
PUB-2EB4E6762CAC,3,4,test,3303
PUB-2AC5EF3E51D8,3,4,train,3303
PUB-061451970F7B,3,4,train,3303
PUB-CBB1CA195546,3,5,train,3303
PUB-67C126EADCD7,3,5,train,3303
PUB-AB76135DF9CA,3,5,train,3303
PUB-D2F74CC997B7,3,5,train,3303
PUB-B18F405057BD,3,5,train,3303
PUB-7144C0C3740D,3,5,train,3303
PUB-B1D6B7AD04E8,3,5,train,3303
PUB-DF660348FD1F,3,5,train,3303
PUB-E94A6AB9D82C,3,5,train,3303
PUB-965E9C7134EE,3,5,train,3303
PUB-E352BD93648B,3,5,train,3303
PUB-6CFEE7C39CD0,3,5,train,3303
PUB-AFE69B3708B5,3,5,train,3303
PUB-E2ED1A9687A8,3,5,test,3303
PUB-767A0A64721C,3,5,train,3303
PUB-6697CC655EF0,3,5,test,3303
PUB-EC6103CF4E5D,3,5,test,3303
PUB-893C2162AACA,3,5,train,3303
PUB-F96DD130F433,3,5,train,3303
PUB-4E7F00040F89,3,5,train,3303
PUB-937A79E4882C,3,5,train,3303
PUB-7E9B923FA16C,3,5,train,3303
PUB-99F43A2D73B5,3,5,train,3303
PUB-33D059B371DB,3,5,train,3303
PUB-1AC3EE3C2C72,3,5,train,3303
PUB-811ED9A0464C,3,5,test,3303
PUB-17E5F94DFDB9,3,5,train,3303
PUB-346FE6EE1EBC,3,5,train,3303
PUB-B382B5151288,3,5,train,3303
PUB-7EA6455D87DE,3,5,train,3303
PUB-98B05095E26B,3,5,train,3303
PUB-912CB7F93C34,3,5,train,3303
PUB-776D30B081EF,3,5,train,3303
PUB-1A84FCCBB8FB,3,5,train,3303
PUB-C95058D69119,3,5,train,3303
PUB-9A25206456A5,3,5,test,3303
PUB-5B422CA2FD37,3,5,train,3303
PUB-DA64784182B4,3,5,train,3303
PUB-A552D958F16D,3,5,test,3303
PUB-63FEFC0E3530,3,5,train,3303
PUB-5B0FE2EA3077,3,5,test,3303
PUB-F1FE58694BF5,3,5,train,3303
PUB-6D54A9745F3E,3,5,train,3303
PUB-3BF60A19A235,3,5,train,3303
PUB-4748BE7838E8,3,5,train,3303
PUB-6D79E14F3764,3,5,test,3303
PUB-831563B3C3CC,3,5,train,3303
PUB-75C40A1012BC,3,5,test,3303
PUB-5D47C4F160B1,3,5,train,3303
PUB-1CF33341C088,3,5,test,3303
PUB-D9BABA1AC30F,3,5,train,3303
PUB-4E8DCEF517B4,3,5,train,3303
PUB-E785FC50FDE7,3,5,train,3303
PUB-1AFFD512AE16,3,5,train,3303
PUB-596681F0B1F2,3,5,train,3303
PUB-393DA233E0D2,3,5,test,3303
PUB-20F6B79262CC,3,5,train,3303
PUB-50F821FCE7C2,3,5,train,3303
PUB-97E07F682412,3,5,test,3303
PUB-EEE28E719BBF,3,5,train,3303
PUB-3BFA42775143,3,5,train,3303
PUB-A2424855687F,3,5,train,3303
PUB-2ACD8AA4A9C8,3,5,train,3303
PUB-2F8D763ACBF1,3,5,train,3303
PUB-E6CAF5E5CD8C,3,5,train,3303
PUB-3FA7C0635785,3,5,test,3303
PUB-81AB798DF75D,3,5,train,3303
PUB-4FBA4D640EC3,3,5,test,3303
PUB-F26DAC3C1827,3,5,train,3303
PUB-AAFC34D90F6C,3,5,test,3303
PUB-755F533A975E,3,5,train,3303
PUB-5C0136FCC9A1,3,5,train,3303
PUB-853038140981,3,5,train,3303
PUB-71ABEED26D3F,3,5,train,3303
PUB-77D25E27A837,3,5,train,3303
PUB-4D228DE3A499,3,5,train,3303
PUB-5BE09ABCB8BC,3,5,test,3303
PUB-0C65B45112F0,3,5,train,3303
PUB-CA44D543370D,3,5,test,3303
PUB-E01304846BF7,3,5,train,3303
PUB-A7891FBD6E1B,3,5,train,3303
PUB-03B12BDC39CB,3,5,train,3303
PUB-BA46FAB87D8A,3,5,test,3303
PUB-05C51C5C81E5,3,5,train,3303
PUB-D0A8260C5203,3,5,train,3303
PUB-B317299B9ECA,3,5,train,3303
PUB-59991067C242,3,5,train,3303
PUB-F26B84CA189D,3,5,train,3303
PUB-0ABA99468648,3,5,test,3303
PUB-86F81110CB3B,3,5,train,3303
PUB-E77C4842E908,3,5,train,3303
PUB-994848976B5C,3,5,train,3303
PUB-E9C619FC9244,3,5,train,3303
PUB-7AC74F0AD869,3,5,test,3303
PUB-A71992EBBCDA,3,5,train,3303
PUB-F579C00DFA5B,3,5,train,3303
PUB-F4D39C9D924B,3,5,train,3303
PUB-2EB4E6762CAC,3,5,train,3303
PUB-2AC5EF3E51D8,3,5,train,3303
PUB-061451970F7B,3,5,train,3303
PUB-CBB1CA195546,4,1,train,4404
PUB-67C126EADCD7,4,1,train,4404
PUB-AB76135DF9CA,4,1,train,4404
PUB-D2F74CC997B7,4,1,train,4404
PUB-B18F405057BD,4,1,test,4404
PUB-7144C0C3740D,4,1,train,4404
PUB-B1D6B7AD04E8,4,1,train,4404
PUB-DF660348FD1F,4,1,train,4404
PUB-E94A6AB9D82C,4,1,train,4404
PUB-965E9C7134EE,4,1,test,4404
PUB-E352BD93648B,4,1,train,4404
PUB-6CFEE7C39CD0,4,1,train,4404
PUB-AFE69B3708B5,4,1,train,4404
PUB-E2ED1A9687A8,4,1,train,4404
PUB-767A0A64721C,4,1,train,4404
PUB-6697CC655EF0,4,1,train,4404
PUB-EC6103CF4E5D,4,1,train,4404
PUB-893C2162AACA,4,1,train,4404
PUB-F96DD130F433,4,1,train,4404
PUB-4E7F00040F89,4,1,train,4404
PUB-937A79E4882C,4,1,test,4404
PUB-7E9B923FA16C,4,1,train,4404
PUB-99F43A2D73B5,4,1,train,4404
PUB-33D059B371DB,4,1,test,4404
PUB-1AC3EE3C2C72,4,1,train,4404
PUB-811ED9A0464C,4,1,train,4404
PUB-17E5F94DFDB9,4,1,train,4404
PUB-346FE6EE1EBC,4,1,test,4404
PUB-B382B5151288,4,1,train,4404
PUB-7EA6455D87DE,4,1,train,4404
PUB-98B05095E26B,4,1,train,4404
PUB-912CB7F93C34,4,1,train,4404
PUB-776D30B081EF,4,1,test,4404
PUB-1A84FCCBB8FB,4,1,test,4404
PUB-C95058D69119,4,1,train,4404
PUB-9A25206456A5,4,1,train,4404
PUB-5B422CA2FD37,4,1,train,4404
PUB-DA64784182B4,4,1,train,4404
PUB-A552D958F16D,4,1,train,4404
PUB-63FEFC0E3530,4,1,train,4404
PUB-5B0FE2EA3077,4,1,train,4404
PUB-F1FE58694BF5,4,1,test,4404
PUB-6D54A9745F3E,4,1,train,4404
PUB-3BF60A19A235,4,1,test,4404
PUB-4748BE7838E8,4,1,train,4404
PUB-6D79E14F3764,4,1,train,4404
PUB-831563B3C3CC,4,1,train,4404
PUB-75C40A1012BC,4,1,train,4404
PUB-5D47C4F160B1,4,1,test,4404
PUB-1CF33341C088,4,1,train,4404
PUB-D9BABA1AC30F,4,1,test,4404
PUB-4E8DCEF517B4,4,1,test,4404
PUB-E785FC50FDE7,4,1,train,4404
PUB-1AFFD512AE16,4,1,train,4404
PUB-596681F0B1F2,4,1,train,4404
PUB-393DA233E0D2,4,1,test,4404
PUB-20F6B79262CC,4,1,test,4404
PUB-50F821FCE7C2,4,1,train,4404
PUB-97E07F682412,4,1,train,4404
PUB-EEE28E719BBF,4,1,train,4404
PUB-3BFA42775143,4,1,train,4404
PUB-A2424855687F,4,1,train,4404
PUB-2ACD8AA4A9C8,4,1,train,4404
PUB-2F8D763ACBF1,4,1,train,4404
PUB-E6CAF5E5CD8C,4,1,train,4404
PUB-3FA7C0635785,4,1,test,4404
PUB-81AB798DF75D,4,1,train,4404
PUB-4FBA4D640EC3,4,1,train,4404
PUB-F26DAC3C1827,4,1,train,4404
PUB-AAFC34D90F6C,4,1,test,4404
PUB-755F533A975E,4,1,test,4404
PUB-5C0136FCC9A1,4,1,train,4404
PUB-853038140981,4,1,train,4404
PUB-71ABEED26D3F,4,1,test,4404
PUB-77D25E27A837,4,1,train,4404
PUB-4D228DE3A499,4,1,train,4404
PUB-5BE09ABCB8BC,4,1,train,4404
PUB-0C65B45112F0,4,1,test,4404
PUB-CA44D543370D,4,1,train,4404
PUB-E01304846BF7,4,1,train,4404
PUB-A7891FBD6E1B,4,1,train,4404
PUB-03B12BDC39CB,4,1,train,4404
PUB-BA46FAB87D8A,4,1,train,4404
PUB-05C51C5C81E5,4,1,train,4404
PUB-D0A8260C5203,4,1,train,4404
PUB-B317299B9ECA,4,1,train,4404
PUB-59991067C242,4,1,train,4404
PUB-F26B84CA189D,4,1,train,4404
PUB-0ABA99468648,4,1,train,4404
PUB-86F81110CB3B,4,1,train,4404
PUB-E77C4842E908,4,1,train,4404
PUB-994848976B5C,4,1,train,4404
PUB-E9C619FC9244,4,1,train,4404
PUB-7AC74F0AD869,4,1,train,4404
PUB-A71992EBBCDA,4,1,train,4404
PUB-F579C00DFA5B,4,1,test,4404
PUB-F4D39C9D924B,4,1,train,4404
PUB-2EB4E6762CAC,4,1,train,4404
PUB-2AC5EF3E51D8,4,1,train,4404
PUB-061451970F7B,4,1,train,4404
PUB-CBB1CA195546,4,2,train,4404
PUB-67C126EADCD7,4,2,test,4404
PUB-AB76135DF9CA,4,2,train,4404
PUB-D2F74CC997B7,4,2,train,4404
PUB-B18F405057BD,4,2,train,4404
PUB-7144C0C3740D,4,2,test,4404
PUB-B1D6B7AD04E8,4,2,train,4404
PUB-DF660348FD1F,4,2,train,4404
PUB-E94A6AB9D82C,4,2,train,4404
PUB-965E9C7134EE,4,2,train,4404
PUB-E352BD93648B,4,2,test,4404
PUB-6CFEE7C39CD0,4,2,test,4404
PUB-AFE69B3708B5,4,2,train,4404
PUB-E2ED1A9687A8,4,2,train,4404
PUB-767A0A64721C,4,2,train,4404
PUB-6697CC655EF0,4,2,test,4404
PUB-EC6103CF4E5D,4,2,train,4404
PUB-893C2162AACA,4,2,train,4404
PUB-F96DD130F433,4,2,train,4404
PUB-4E7F00040F89,4,2,test,4404
PUB-937A79E4882C,4,2,train,4404
PUB-7E9B923FA16C,4,2,test,4404
PUB-99F43A2D73B5,4,2,train,4404
PUB-33D059B371DB,4,2,train,4404
PUB-1AC3EE3C2C72,4,2,train,4404
PUB-811ED9A0464C,4,2,test,4404
PUB-17E5F94DFDB9,4,2,test,4404
PUB-346FE6EE1EBC,4,2,train,4404
PUB-B382B5151288,4,2,train,4404
PUB-7EA6455D87DE,4,2,train,4404
PUB-98B05095E26B,4,2,test,4404
PUB-912CB7F93C34,4,2,train,4404
PUB-776D30B081EF,4,2,train,4404
PUB-1A84FCCBB8FB,4,2,train,4404
PUB-C95058D69119,4,2,train,4404
PUB-9A25206456A5,4,2,train,4404
PUB-5B422CA2FD37,4,2,train,4404
PUB-DA64784182B4,4,2,train,4404
PUB-A552D958F16D,4,2,test,4404
PUB-63FEFC0E3530,4,2,train,4404
PUB-5B0FE2EA3077,4,2,train,4404
PUB-F1FE58694BF5,4,2,train,4404
PUB-6D54A9745F3E,4,2,train,4404
PUB-3BF60A19A235,4,2,train,4404
PUB-4748BE7838E8,4,2,test,4404
PUB-6D79E14F3764,4,2,train,4404
PUB-831563B3C3CC,4,2,train,4404
PUB-75C40A1012BC,4,2,train,4404
PUB-5D47C4F160B1,4,2,train,4404
PUB-1CF33341C088,4,2,test,4404
PUB-D9BABA1AC30F,4,2,train,4404
PUB-4E8DCEF517B4,4,2,train,4404
PUB-E785FC50FDE7,4,2,train,4404
PUB-1AFFD512AE16,4,2,test,4404
PUB-596681F0B1F2,4,2,train,4404
PUB-393DA233E0D2,4,2,train,4404
PUB-20F6B79262CC,4,2,train,4404
PUB-50F821FCE7C2,4,2,train,4404
PUB-97E07F682412,4,2,train,4404
PUB-EEE28E719BBF,4,2,train,4404
PUB-3BFA42775143,4,2,train,4404
PUB-A2424855687F,4,2,train,4404
PUB-2ACD8AA4A9C8,4,2,train,4404
PUB-2F8D763ACBF1,4,2,test,4404
PUB-E6CAF5E5CD8C,4,2,train,4404
PUB-3FA7C0635785,4,2,train,4404
PUB-81AB798DF75D,4,2,train,4404
PUB-4FBA4D640EC3,4,2,train,4404
PUB-F26DAC3C1827,4,2,train,4404
PUB-AAFC34D90F6C,4,2,train,4404
PUB-755F533A975E,4,2,train,4404
PUB-5C0136FCC9A1,4,2,train,4404
PUB-853038140981,4,2,train,4404
PUB-71ABEED26D3F,4,2,train,4404
PUB-77D25E27A837,4,2,train,4404
PUB-4D228DE3A499,4,2,train,4404
PUB-5BE09ABCB8BC,4,2,train,4404
PUB-0C65B45112F0,4,2,train,4404
PUB-CA44D543370D,4,2,train,4404
PUB-E01304846BF7,4,2,train,4404
PUB-A7891FBD6E1B,4,2,train,4404
PUB-03B12BDC39CB,4,2,train,4404
PUB-BA46FAB87D8A,4,2,train,4404
PUB-05C51C5C81E5,4,2,train,4404
PUB-D0A8260C5203,4,2,test,4404
PUB-B317299B9ECA,4,2,train,4404
PUB-59991067C242,4,2,test,4404
PUB-F26B84CA189D,4,2,test,4404
PUB-0ABA99468648,4,2,test,4404
PUB-86F81110CB3B,4,2,train,4404
PUB-E77C4842E908,4,2,train,4404
PUB-994848976B5C,4,2,train,4404
PUB-E9C619FC9244,4,2,train,4404
PUB-7AC74F0AD869,4,2,train,4404
PUB-A71992EBBCDA,4,2,train,4404
PUB-F579C00DFA5B,4,2,train,4404
PUB-F4D39C9D924B,4,2,train,4404
PUB-2EB4E6762CAC,4,2,test,4404
PUB-2AC5EF3E51D8,4,2,train,4404
PUB-061451970F7B,4,2,train,4404
PUB-CBB1CA195546,4,3,train,4404
PUB-67C126EADCD7,4,3,train,4404
PUB-AB76135DF9CA,4,3,test,4404
PUB-D2F74CC997B7,4,3,test,4404
PUB-B18F405057BD,4,3,train,4404
PUB-7144C0C3740D,4,3,train,4404
PUB-B1D6B7AD04E8,4,3,train,4404
PUB-DF660348FD1F,4,3,test,4404
PUB-E94A6AB9D82C,4,3,train,4404
PUB-965E9C7134EE,4,3,train,4404
PUB-E352BD93648B,4,3,train,4404
PUB-6CFEE7C39CD0,4,3,train,4404
PUB-AFE69B3708B5,4,3,train,4404
PUB-E2ED1A9687A8,4,3,train,4404
PUB-767A0A64721C,4,3,train,4404
PUB-6697CC655EF0,4,3,train,4404
PUB-EC6103CF4E5D,4,3,train,4404
PUB-893C2162AACA,4,3,train,4404
PUB-F96DD130F433,4,3,train,4404
PUB-4E7F00040F89,4,3,train,4404
PUB-937A79E4882C,4,3,train,4404
PUB-7E9B923FA16C,4,3,train,4404
PUB-99F43A2D73B5,4,3,train,4404
PUB-33D059B371DB,4,3,train,4404
PUB-1AC3EE3C2C72,4,3,test,4404
PUB-811ED9A0464C,4,3,train,4404
PUB-17E5F94DFDB9,4,3,train,4404
PUB-346FE6EE1EBC,4,3,train,4404
PUB-B382B5151288,4,3,train,4404
PUB-7EA6455D87DE,4,3,train,4404
PUB-98B05095E26B,4,3,train,4404
PUB-912CB7F93C34,4,3,train,4404
PUB-776D30B081EF,4,3,train,4404
PUB-1A84FCCBB8FB,4,3,train,4404
PUB-C95058D69119,4,3,train,4404
PUB-9A25206456A5,4,3,train,4404
PUB-5B422CA2FD37,4,3,train,4404
PUB-DA64784182B4,4,3,train,4404
PUB-A552D958F16D,4,3,train,4404
PUB-63FEFC0E3530,4,3,train,4404
PUB-5B0FE2EA3077,4,3,train,4404
PUB-F1FE58694BF5,4,3,train,4404
PUB-6D54A9745F3E,4,3,train,4404
PUB-3BF60A19A235,4,3,train,4404
PUB-4748BE7838E8,4,3,train,4404
PUB-6D79E14F3764,4,3,test,4404
PUB-831563B3C3CC,4,3,test,4404
PUB-75C40A1012BC,4,3,test,4404
PUB-5D47C4F160B1,4,3,train,4404
PUB-1CF33341C088,4,3,train,4404
PUB-D9BABA1AC30F,4,3,train,4404
PUB-4E8DCEF517B4,4,3,train,4404
PUB-E785FC50FDE7,4,3,test,4404
PUB-1AFFD512AE16,4,3,train,4404
PUB-596681F0B1F2,4,3,train,4404
PUB-393DA233E0D2,4,3,train,4404
PUB-20F6B79262CC,4,3,train,4404
PUB-50F821FCE7C2,4,3,test,4404
PUB-97E07F682412,4,3,train,4404
PUB-EEE28E719BBF,4,3,test,4404
PUB-3BFA42775143,4,3,train,4404
PUB-A2424855687F,4,3,train,4404
PUB-2ACD8AA4A9C8,4,3,test,4404
PUB-2F8D763ACBF1,4,3,train,4404
PUB-E6CAF5E5CD8C,4,3,test,4404
PUB-3FA7C0635785,4,3,train,4404
PUB-81AB798DF75D,4,3,train,4404
PUB-4FBA4D640EC3,4,3,test,4404
PUB-F26DAC3C1827,4,3,train,4404
PUB-AAFC34D90F6C,4,3,train,4404
PUB-755F533A975E,4,3,train,4404
PUB-5C0136FCC9A1,4,3,test,4404
PUB-853038140981,4,3,train,4404
PUB-71ABEED26D3F,4,3,train,4404
PUB-77D25E27A837,4,3,train,4404
PUB-4D228DE3A499,4,3,test,4404
PUB-5BE09ABCB8BC,4,3,train,4404
PUB-0C65B45112F0,4,3,train,4404
PUB-CA44D543370D,4,3,train,4404
PUB-E01304846BF7,4,3,test,4404
PUB-A7891FBD6E1B,4,3,test,4404
PUB-03B12BDC39CB,4,3,train,4404
PUB-BA46FAB87D8A,4,3,test,4404
PUB-05C51C5C81E5,4,3,train,4404
PUB-D0A8260C5203,4,3,train,4404
PUB-B317299B9ECA,4,3,train,4404
PUB-59991067C242,4,3,train,4404
PUB-F26B84CA189D,4,3,train,4404
PUB-0ABA99468648,4,3,train,4404
PUB-86F81110CB3B,4,3,test,4404
PUB-E77C4842E908,4,3,train,4404
PUB-994848976B5C,4,3,train,4404
PUB-E9C619FC9244,4,3,test,4404
PUB-7AC74F0AD869,4,3,train,4404
PUB-A71992EBBCDA,4,3,train,4404
PUB-F579C00DFA5B,4,3,train,4404
PUB-F4D39C9D924B,4,3,train,4404
PUB-2EB4E6762CAC,4,3,train,4404
PUB-2AC5EF3E51D8,4,3,train,4404
PUB-061451970F7B,4,3,train,4404
PUB-CBB1CA195546,4,4,test,4404
PUB-67C126EADCD7,4,4,train,4404
PUB-AB76135DF9CA,4,4,train,4404
PUB-D2F74CC997B7,4,4,train,4404
PUB-B18F405057BD,4,4,train,4404
PUB-7144C0C3740D,4,4,train,4404
PUB-B1D6B7AD04E8,4,4,train,4404
PUB-DF660348FD1F,4,4,train,4404
PUB-E94A6AB9D82C,4,4,train,4404
PUB-965E9C7134EE,4,4,train,4404
PUB-E352BD93648B,4,4,train,4404
PUB-6CFEE7C39CD0,4,4,train,4404
PUB-AFE69B3708B5,4,4,train,4404
PUB-E2ED1A9687A8,4,4,train,4404
PUB-767A0A64721C,4,4,test,4404
PUB-6697CC655EF0,4,4,train,4404
PUB-EC6103CF4E5D,4,4,test,4404
PUB-893C2162AACA,4,4,test,4404
PUB-F96DD130F433,4,4,train,4404
PUB-4E7F00040F89,4,4,train,4404
PUB-937A79E4882C,4,4,train,4404
PUB-7E9B923FA16C,4,4,train,4404
PUB-99F43A2D73B5,4,4,test,4404
PUB-33D059B371DB,4,4,train,4404
PUB-1AC3EE3C2C72,4,4,train,4404
PUB-811ED9A0464C,4,4,train,4404
PUB-17E5F94DFDB9,4,4,train,4404
PUB-346FE6EE1EBC,4,4,train,4404
PUB-B382B5151288,4,4,test,4404
PUB-7EA6455D87DE,4,4,test,4404
PUB-98B05095E26B,4,4,train,4404
PUB-912CB7F93C34,4,4,test,4404
PUB-776D30B081EF,4,4,train,4404
PUB-1A84FCCBB8FB,4,4,train,4404
PUB-C95058D69119,4,4,train,4404
PUB-9A25206456A5,4,4,test,4404
PUB-5B422CA2FD37,4,4,test,4404
PUB-DA64784182B4,4,4,train,4404
PUB-A552D958F16D,4,4,train,4404
PUB-63FEFC0E3530,4,4,train,4404
PUB-5B0FE2EA3077,4,4,test,4404
PUB-F1FE58694BF5,4,4,train,4404
PUB-6D54A9745F3E,4,4,test,4404
PUB-3BF60A19A235,4,4,train,4404
PUB-4748BE7838E8,4,4,train,4404
PUB-6D79E14F3764,4,4,train,4404
PUB-831563B3C3CC,4,4,train,4404
PUB-75C40A1012BC,4,4,train,4404
PUB-5D47C4F160B1,4,4,train,4404
PUB-1CF33341C088,4,4,train,4404
PUB-D9BABA1AC30F,4,4,train,4404
PUB-4E8DCEF517B4,4,4,train,4404
PUB-E785FC50FDE7,4,4,train,4404
PUB-1AFFD512AE16,4,4,train,4404
PUB-596681F0B1F2,4,4,test,4404
PUB-393DA233E0D2,4,4,train,4404
PUB-20F6B79262CC,4,4,train,4404
PUB-50F821FCE7C2,4,4,train,4404
PUB-97E07F682412,4,4,train,4404
PUB-EEE28E719BBF,4,4,train,4404
PUB-3BFA42775143,4,4,train,4404
PUB-A2424855687F,4,4,train,4404
PUB-2ACD8AA4A9C8,4,4,train,4404
PUB-2F8D763ACBF1,4,4,train,4404
PUB-E6CAF5E5CD8C,4,4,train,4404
PUB-3FA7C0635785,4,4,train,4404
PUB-81AB798DF75D,4,4,train,4404
PUB-4FBA4D640EC3,4,4,train,4404
PUB-F26DAC3C1827,4,4,test,4404
PUB-AAFC34D90F6C,4,4,train,4404
PUB-755F533A975E,4,4,train,4404
